timestamp,pair,price,volume,high_24h,low_24h
2018-12-15,BNBUSDC,4.4839,8987.35,6.6666,4.0
2018-12-16,BNBUSDC,4.6068,22085.57,4.659,4.0104
2018-12-17,BNBUSDC,5.0147,34794.8,5.119,4.5379
2018-12-18,BNBUSDC,5.5633,50047.38,5.5633,4.8965
2018-12-19,BNBUSDC,5.3806,102721.74,5.87,5.3156
2018-12-20,BNBUSDC,5.692,143934.98,5.8635,5.2542
2018-12-21,BNBUSDC,5.4732,120462.48,5.8025,5.33
2018-12-22,BNBUSDC,5.8746,116277.27,5.9431,5.4073
2018-12-23,BNBUSDC,5.9827,77465.52,6.1587,5.8196
2018-12-24,BNBUSDC,6.1223,98363.01,6.5062,5.9448
2018-12-25,BNBUSDC,5.4882,87131.27,6.1191,5.3559
2018-12-26,BNBUSDC,5.6949,38423.32,5.73,5.4353
2018-12-27,BNBUSDC,5.2078,15633.57,5.6989,5.1288
2018-12-28,BNBUSDC,5.9708,70176.37,6.0,5.1591
2018-12-29,BNBUSDC,5.7012,105766.91,6.0527,5.6609
2018-12-30,BNBUSDC,5.9327,34735.65,5.9612,5.6109
2018-12-31,BNBUSDC,6.1016,117705.45,6.3006,5.9069
2019-01-01,BNBUSDC,6.02,69954.65,6.1056,5.781
2019-01-02,BNBUSDC,6.0989,61872.92,6.1402,5.8601
2019-01-03,BNBUSDC,5.8266,52108.14,6.1024,5.8185
2019-01-04,BNBUSDC,6.0009,38715.12,6.0337,5.7665
2019-01-05,BNBUSDC,5.9977,39182.04,6.2,5.9586
2019-01-06,BNBUSDC,6.3363,77999.58,6.4539,5.965
2019-01-07,BNBUSDC,6.2468,51381.17,6.39,6.1613
2019-01-08,BNBUSDC,6.575,102424.95,6.86,6.177
2019-01-09,BNBUSDC,6.5889,188307.93,6.9,6.2193
2019-01-10,BNBUSDC,5.8677,170651.79,6.6361,5.704
2019-01-11,BNBUSDC,5.9782,32975.72,6.1904,5.771
2019-01-12,BNBUSDC,5.9108,11385.54,6.0156,5.8401
2019-01-13,BNBUSDC,5.5014,21074.2,5.9483,5.16
2019-01-14,BNBUSDC,6.1216,198501.59,6.1262,5.5006
2019-01-15,BNBUSDC,5.835,77086.92,6.1298,5.71
2019-01-16,BNBUSDC,6.1091,49795.18,6.2358,5.8228
2019-01-17,BNBUSDC,6.3595,60062.78,6.3595,5.9943
2019-01-18,BNBUSDC,6.488,48272.21,6.618,6.26
2019-01-19,BNBUSDC,6.5606,56629.0,6.6649,6.262
2019-01-20,BNBUSDC,6.4126,23065.92,6.6688,6.2415
2019-01-21,BNBUSDC,6.4692,14449.98,6.4969,6.2713
2019-01-22,BNBUSDC,6.48,19640.08,6.75,6.2415
2019-01-23,BNBUSDC,6.49,9054.96,6.52,6.3552
2019-01-24,BNBUSDC,6.4414,27126.1,6.4874,6.384
2019-01-25,BNBUSDC,6.6825,29118.76,6.7137,6.4162
2019-01-26,BNBUSDC,6.9115,46943.35,6.9551,6.6122
2019-01-27,BNBUSDC,6.989,34458.66,7.1825,6.7657
2019-01-28,BNBUSDC,6.1206,206519.15,7.0827,5.8
2019-01-29,BNBUSDC,6.1001,40625.9,6.2506,5.9715
2019-01-30,BNBUSDC,6.0953,38342.11,6.1492,5.9637
2019-01-31,BNBUSDC,6.2263,45750.81,6.227,5.9181
2019-02-01,BNBUSDC,6.491,71012.51,6.5676,6.0679
2019-02-02,BNBUSDC,6.8077,15891.26,6.848,6.439
2019-02-03,BNBUSDC,6.7026,36919.35,6.819,6.5265
2019-02-04,BNBUSDC,7.0129,50015.79,7.0743,6.61
2019-02-05,BNBUSDC,7.7578,44736.68,7.8534,6.8705
2019-02-06,BNBUSDC,8.011,114775.94,8.3551,7.2201
2019-02-07,BNBUSDC,7.6465,42081.55,8.3796,7.5
2019-02-08,BNBUSDC,8.4766,93148.08,8.7532,7.55
2019-02-09,BNBUSDC,8.7768,45909.74,8.8282,8.3555
2019-02-10,BNBUSDC,9.0942,41841.15,9.2,8.7444
2019-02-11,BNBUSDC,9.417,44218.94,9.6642,8.955
2019-02-12,BNBUSDC,9.1529,169756.17,9.6622,2.23
2019-02-13,BNBUSDC,8.8121,32178.29,9.1597,8.6285
2019-02-14,BNBUSDC,8.6663,37813.52,8.95,8.0657
2019-02-15,BNBUSDC,9.175,53373.69,9.4149,8.6551
2019-02-16,BNBUSDC,8.9992,24241.84,9.2514,8.96
2019-02-17,BNBUSDC,9.0973,22225.27,9.1188,8.8
2019-02-18,BNBUSDC,9.5353,48260.43,9.6262,9.0702
2019-02-19,BNBUSDC,10.38,90191.91,11.5,9.25
2019-02-20,BNBUSDC,10.8461,43562.86,11.1842,10.3025
2019-02-21,BNBUSDC,10.34,44748.01,10.83,10.0538
2019-02-22,BNBUSDC,10.6663,18938.47,10.8423,10.3
2019-02-23,BNBUSDC,10.6554,19068.24,10.8346,10.3427
2019-02-24,BNBUSDC,9.85,44858.64,11.0206,9.3471
2019-02-25,BNBUSDC,9.6538,64391.85,10.7442,8.55
2019-02-26,BNBUSDC,9.4131,11194.22,9.7189,9.2814
2019-02-27,BNBUSDC,9.7896,15385.63,9.97,9.2824
2019-02-28,BNBUSDC,10.1989,21148.16,10.4999,9.7067
2019-03-01,BNBUSDC,11.2772,63816.61,11.5,10.1877
2019-03-02,BNBUSDC,11.7391,38401.65,11.7644,10.6704
2019-03-03,BNBUSDC,11.4019,17447.98,11.8122,10.52
2019-03-04,BNBUSDC,11.3913,40770.31,11.4236,10.84
2019-03-05,BNBUSDC,13.5946,91346.14,13.7,11.37
2019-03-06,BNBUSDC,14.4996,30882.84,14.5844,12.8806
2019-03-07,BNBUSDC,14.961,57355.75,15.4959,14.3
2019-03-08,BNBUSDC,14.0922,53986.94,15.1438,13.4632
2019-03-09,BNBUSDC,14.38,24128.62,14.8093,13.9245
2019-03-10,BNBUSDC,14.2978,17570.64,14.4142,13.8
2019-03-11,BNBUSDC,14.3464,15375.95,14.8434,13.9001
2019-03-12,BNBUSDC,15.2221,22816.47,15.3999,14.1033
2019-03-13,BNBUSDC,14.9113,10963.15,15.2653,14.852
2019-03-14,BNBUSDC,14.826,11307.51,14.9898,14.5
2019-03-15,BNBUSDC,14.8666,7116.14,15.0817,14.6702
2019-03-16,BNBUSDC,15.8895,16453.62,15.934,14.7404
2019-03-17,BNBUSDC,15.5137,36312.95,15.87,15.4
2019-03-18,BNBUSDC,15.4381,15533.17,15.7384,15.1601
2019-03-19,BNBUSDC,15.4273,56526.37,15.7373,14.923
2019-03-20,BNBUSDC,15.0864,42294.01,15.4346,14.85
2019-03-21,BNBUSDC,14.3095,20745.7,15.2355,13.825
2019-03-22,BNBUSDC,15.1356,18574.7,15.1786,14.1882
2019-03-23,BNBUSDC,15.0443,8625.27,15.3743,14.8697
2019-03-24,BNBUSDC,17.0724,54882.49,17.3994,14.6121
2019-03-25,BNBUSDC,16.6569,27885.07,17.2345,15.9801
2019-03-26,BNBUSDC,16.0604,18985.24,16.682,15.48
2019-03-27,BNBUSDC,16.5364,9490.33,16.7595,15.801
2019-03-28,BNBUSDC,16.5988,8083.23,16.6451,16.362
2019-03-29,BNBUSDC,16.4567,10538.08,16.7557,16.3275
2019-03-30,BNBUSDC,16.9185,13544.0,17.91,15.9106
2019-03-31,BNBUSDC,17.4205,19146.36,17.7114,14.882
2019-04-01,BNBUSDC,17.8258,18306.32,18.2019,17.259
2019-04-02,BNBUSDC,19.9245,66846.49,20.0,17.1779
2019-04-03,BNBUSDC,18.6496,70278.67,20.249,17.75
2019-04-04,BNBUSDC,19.0262,47622.73,19.5,18.2001
2019-04-05,BNBUSDC,19.4997,22456.4,19.5094,18.8246
2019-04-06,BNBUSDC,19.113,17685.49,19.4502,18.8265
2019-04-07,BNBUSDC,19.08,7925.66,19.2172,18.8245
2019-04-08,BNBUSDC,18.1155,25380.55,19.1318,18.05
2019-04-09,BNBUSDC,18.4718,26855.43,18.7305,17.2664
2019-04-10,BNBUSDC,18.247,17209.12,18.76,17.9
2019-04-11,BNBUSDC,17.6357,26624.13,18.247,16.4634
2019-04-12,BNBUSDC,18.4867,17560.41,18.6832,16.6116
2019-04-13,BNBUSDC,18.7175,10360.31,18.7553,18.0728
2019-04-14,BNBUSDC,19.5778,17293.43,20.0,18.5033
2019-04-15,BNBUSDC,19.3214,11986.62,19.88,18.5149
2019-04-16,BNBUSDC,19.8,8701.78,19.801,18.7322
2019-04-17,BNBUSDC,19.6116,5091.9,19.895,19.3421
2019-04-18,BNBUSDC,22.0,28895.91,22.1,19.5237
2019-04-19,BNBUSDC,24.4459,37938.18,24.8,21.1648
2019-04-20,BNBUSDC,25.0747,31705.85,25.7999,23.9238
2019-04-21,BNBUSDC,24.2509,29051.51,25.0153,22.5301
2019-04-22,BNBUSDC,23.8778,18055.01,24.7899,23.02
2019-04-23,BNBUSDC,22.6901,18921.06,24.8106,22.53
2019-04-24,BNBUSDC,23.0345,36220.32,23.2321,20.84
2019-04-25,BNBUSDC,22.1479,57382.63,23.5402,21.0
2019-04-26,BNBUSDC,22.3625,87753.35,23.111,21.0501
2019-04-27,BNBUSDC,21.9115,29960.01,22.45,21.0
2019-04-28,BNBUSDC,22.3226,39275.76,22.6146,21.8927
2019-04-29,BNBUSDC,21.2999,49534.06,22.4163,20.26
2019-04-30,BNBUSDC,21.8097,38849.32,22.09,21.0317
2019-05-01,BNBUSDC,21.6018,27113.72,21.9227,21.1536
2019-05-02,BNBUSDC,23.1357,76419.36,23.577,21.4759
2019-05-03,BNBUSDC,23.2365,55322.41,23.54,22.5711
2019-05-04,BNBUSDC,22.5725,42628.93,23.2945,22.0
2019-05-05,BNBUSDC,22.7396,19419.62,22.8816,22.0
2019-05-06,BNBUSDC,22.0192,53008.09,22.7786,21.2513
2019-05-07,BNBUSDC,20.2837,64050.31,22.33,19.88
2019-05-08,BNBUSDC,20.4761,115427.14,21.13,19.1
2019-05-09,BNBUSDC,18.6201,82915.99,20.84,18.3
2019-05-10,BNBUSDC,19.4236,51554.18,19.9,18.02
2019-05-11,BNBUSDC,20.6428,111728.78,21.9882,18.5
2019-05-12,BNBUSDC,20.7705,62119.19,21.5895,19.5
2019-05-13,BNBUSDC,23.5763,129608.54,24.1418,20.6067
2019-05-14,BNBUSDC,23.789,78101.44,24.7578,22.4337
2019-05-15,BNBUSDC,26.94,133943.27,27.993,23.4564
2019-05-16,BNBUSDC,26.3038,102513.61,27.85,25.0
2019-05-17,BNBUSDC,25.8836,160575.27,26.6895,21.5
2019-05-18,BNBUSDC,28.9311,94035.69,29.1,25.194
2019-05-19,BNBUSDC,29.2848,116031.92,30.0,27.6622
2019-05-20,BNBUSDC,29.5247,80577.79,29.5463,27.4231
2019-05-21,BNBUSDC,32.5973,110620.89,32.9799,28.209
2019-05-22,BNBUSDC,30.803,68416.7,32.5445,30.3398
2019-05-23,BNBUSDC,31.4812,114105.91,32.42,30.1441
2019-05-24,BNBUSDC,34.3859,81045.99,34.95,31.26
2019-05-25,BNBUSDC,35.3985,55694.19,35.8,33.81
2019-05-26,BNBUSDC,33.5556,93781.39,35.3033,32.54
2019-05-27,BNBUSDC,33.5527,83681.93,35.4588,33.0304
2019-05-28,BNBUSDC,33.1531,39928.59,34.5408,32.5
2019-05-29,BNBUSDC,33.6796,50623.1,33.902,30.9168
2019-05-30,BNBUSDC,31.7153,130164.63,35.0,30.0
2019-05-31,BNBUSDC,32.9148,46372.3,33.1,30.6
2019-06-01,BNBUSDC,33.3617,43994.74,34.3,32.5
2019-06-02,BNBUSDC,33.2127,20444.12,33.8584,32.8079
2019-06-03,BNBUSDC,30.7211,58920.23,33.191,30.01
2019-06-04,BNBUSDC,29.1,87842.53,31.38,28.5132
2019-06-05,BNBUSDC,31.0145,46086.6,31.2,29.0435
2019-06-06,BNBUSDC,31.1951,55941.3,32.0,29.4022
2019-06-07,BNBUSDC,31.4293,29678.89,32.23,30.9868
2019-06-08,BNBUSDC,31.8,26205.52,32.4007,31.2801
2019-06-09,BNBUSDC,30.1421,33052.76,31.97,29.6513
2019-06-10,BNBUSDC,32.2159,28061.64,32.5,29.8254
2019-06-11,BNBUSDC,32.0713,26322.43,32.2368,31.0125
2019-06-12,BNBUSDC,35.1425,72075.29,35.1425,32.0
2019-06-13,BNBUSDC,35.3427,55419.07,36.48,34.1296
2019-06-14,BNBUSDC,32.55,126537.4,35.427,29.9356
2019-06-15,BNBUSDC,32.8711,52130.26,34.1125,31.8261
2019-06-16,BNBUSDC,32.3852,36306.69,33.4687,31.72
2019-06-17,BNBUSDC,33.9759,45870.41,34.5542,32.2148
2019-06-18,BNBUSDC,34.4492,44069.4,35.1965,33.8169
2019-06-19,BNBUSDC,35.2771,38880.49,35.6135,34.3717
2019-06-20,BNBUSDC,36.9829,37724.26,37.1204,34.5512
2019-06-21,BNBUSDC,38.9063,112120.07,38.98,36.35
2019-06-22,BNBUSDC,37.8126,83069.09,39.5677,34.5
2019-06-23,BNBUSDC,37.1,24597.42,38.3548,36.5
2019-06-24,BNBUSDC,37.3538,41205.88,37.75,35.7925
2019-06-25,BNBUSDC,35.9632,31932.99,37.47,35.2222
2019-06-26,BNBUSDC,35.5285,71301.55,37.87,33.16
2019-06-27,BNBUSDC,33.7396,63406.26,35.9665,32.473
2019-06-28,BNBUSDC,34.3788,29176.23,34.6659,33.14
2019-06-29,BNBUSDC,35.5882,22923.29,35.6853,32.9
2019-06-30,BNBUSDC,31.8106,26409.84,35.4793,31.6
2019-07-01,BNBUSDC,33.1067,39573.39,33.8323,29.466
2019-07-02,BNBUSDC,31.8663,66878.45,34.0,30.05
2019-07-03,BNBUSDC,32.6336,38340.35,33.1382,31.6
2019-07-04,BNBUSDC,33.0175,38613.66,34.81,32.2676
2019-07-05,BNBUSDC,32.6134,18898.21,33.6137,32.3252
2019-07-06,BNBUSDC,32.5137,13673.25,33.3343,32.5061
2019-07-07,BNBUSDC,33.1952,12879.56,33.7395,32.3353
2019-07-08,BNBUSDC,33.41,19928.1,34.5166,32.8152
2019-07-09,BNBUSDC,32.6125,40237.78,33.9878,32.0918
2019-07-10,BNBUSDC,31.1152,49243.26,33.0082,29.9992
2019-07-11,BNBUSDC,29.4042,53933.85,31.7871,28.3388
2019-07-12,BNBUSDC,32.0,49223.67,32.6898,29.02
2019-07-13,BNBUSDC,31.4959,41101.86,32.564,30.1749
2019-07-14,BNBUSDC,28.5619,43029.37,31.5795,28.2721
2019-07-15,BNBUSDC,28.6824,102666.39,28.7458,26.1947
2019-07-16,BNBUSDC,25.0,54762.18,29.5847,24.8627
2019-07-17,BNBUSDC,27.7138,62172.13,28.18,24.17
2019-07-18,BNBUSDC,28.984,73519.87,29.6147,26.8354
2019-07-19,BNBUSDC,29.1,38793.44,29.99,28.3652
2019-07-20,BNBUSDC,31.1435,39065.01,31.5757,28.9186
2019-07-21,BNBUSDC,30.4,33098.9,31.5581,29.3409
2019-07-22,BNBUSDC,30.8213,36071.56,32.5171,29.6574
2019-07-23,BNBUSDC,29.4381,34268.11,30.655,28.95
2019-07-24,BNBUSDC,28.9246,38625.58,29.4098,27.6895
2019-07-25,BNBUSDC,28.95,20766.05,29.7032,28.5
2019-07-26,BNBUSDC,28.9589,10982.05,29.0913,28.18
2019-07-27,BNBUSDC,27.6631,44661.66,29.55,27.1
2019-07-28,BNBUSDC,27.6881,31073.13,27.8647,26.4088
2019-07-29,BNBUSDC,26.8756,15799.83,27.99,26.7591
2019-07-30,BNBUSDC,26.9883,13845.37,27.17,26.1689
2019-07-31,BNBUSDC,27.7819,21584.1,27.9997,26.8369
2019-08-01,BNBUSDC,28.7919,25742.51,28.833,27.475
2019-08-02,BNBUSDC,28.0813,12758.39,28.7919,27.6
2019-08-03,BNBUSDC,27.7501,7670.25,28.317,27.5047
2019-08-04,BNBUSDC,27.4721,8146.98,27.8237,27.11
2019-08-05,BNBUSDC,27.9416,16664.63,28.4382,27.4275
2019-08-06,BNBUSDC,27.6,55615.03,28.3398,27.214
2019-08-07,BNBUSDC,29.6622,26871.53,29.934,27.2684
2019-08-08,BNBUSDC,31.1773,29171.58,31.8254,29.1044
2019-08-09,BNBUSDC,29.7373,15922.57,31.4731,29.5458
2019-08-10,BNBUSDC,29.5542,15962.74,30.05,28.8
2019-08-11,BNBUSDC,30.2027,6808.15,30.4,29.2739
2019-08-12,BNBUSDC,30.1743,16394.72,30.5494,29.733
2019-08-13,BNBUSDC,29.3373,9156.3,30.383,29.0257
2019-08-14,BNBUSDC,26.8699,22519.7,29.3373,26.5861
2019-08-15,BNBUSDC,28.1298,19085.18,28.2553,26.654
2019-08-16,BNBUSDC,27.5375,9159.22,28.0783,26.7219
2019-08-17,BNBUSDC,27.4484,4246.14,27.9362,26.9411
2019-08-18,BNBUSDC,27.8622,10339.74,28.1556,27.0189
2019-08-19,BNBUSDC,28.9,12222.53,29.1951,27.7202
2019-08-20,BNBUSDC,27.9594,3654.67,28.7187,27.5538
2019-08-21,BNBUSDC,26.8293,9705.32,28.0805,26.2002
2019-08-22,BNBUSDC,26.993,10270.42,27.3234,26.2
2019-08-23,BNBUSDC,27.0632,9083.64,27.3308,26.81
2019-08-24,BNBUSDC,26.335,16017.14,26.998,26.0245
2019-08-25,BNBUSDC,26.1027,16136.9,26.4601,25.5566
2019-08-26,BNBUSDC,26.0223,19298.02,27.1575,25.673
2019-08-27,BNBUSDC,25.6,25848.59,26.0131,24.6389
2019-08-28,BNBUSDC,23.3317,26277.67,26.08,23.2
2019-08-29,BNBUSDC,21.7886,44447.97,23.3316,21.1939
2019-08-30,BNBUSDC,22.1821,11605.12,22.53,21.5
2019-08-31,BNBUSDC,21.054,8230.33,22.3718,20.9995
2019-09-01,BNBUSDC,21.493,11532.85,21.669,20.9961
2019-09-02,BNBUSDC,22.8055,16784.61,22.8494,21.0426
2019-09-03,BNBUSDC,22.3941,17708.84,22.9134,22.2
2019-09-04,BNBUSDC,21.7258,14157.29,22.5795,21.473
2019-09-05,BNBUSDC,22.706,23421.15,23.6099,21.3252
2019-09-06,BNBUSDC,22.0893,23378.82,23.4664,21.699
2019-09-07,BNBUSDC,22.4911,5786.23,22.6923,21.9665
2019-09-08,BNBUSDC,22.4152,7732.4,22.7533,22.0374
2019-09-09,BNBUSDC,22.155,9175.5,22.529,21.7292
2019-09-10,BNBUSDC,21.7875,6446.24,22.3054,21.4331
2019-09-11,BNBUSDC,20.6793,21491.73,22.0184,20.4913
2019-09-12,BNBUSDC,20.8095,20626.97,20.9669,19.6504
2019-09-13,BNBUSDC,20.8233,5873.12,21.23,20.4205
2019-09-14,BNBUSDC,21.0001,9603.88,21.1445,20.7144
2019-09-15,BNBUSDC,20.2767,6196.62,21.0934,20.2767
2019-09-16,BNBUSDC,20.2615,6435.79,20.8,19.8788
2019-09-17,BNBUSDC,20.9996,27952.94,21.4059,20.056
2019-09-18,BNBUSDC,22.0563,36016.65,23.1803,20.94
2019-09-19,BNBUSDC,21.6002,20202.02,22.4418,20.4062
2019-09-20,BNBUSDC,21.2972,8055.43,21.5785,20.9088
2019-09-21,BNBUSDC,20.9437,7812.11,21.4322,20.804
2019-09-22,BNBUSDC,20.3891,10642.03,20.9233,20.0004
2019-09-23,BNBUSDC,19.3087,10781.3,20.3283,19.0401
2019-09-24,BNBUSDC,15.775,37935.0,19.4417,14.7101
2019-09-25,BNBUSDC,16.082,22567.63,16.5372,14.9179
2019-09-26,BNBUSDC,15.2121,17642.61,16.3758,14.31
2019-09-27,BNBUSDC,15.6776,5854.12,15.7707,14.7
2019-09-28,BNBUSDC,15.7241,3699.85,15.9099,15.334
2019-09-29,BNBUSDC,15.2258,6916.45,15.7863,14.8863
2019-09-30,BNBUSDC,15.8999,12473.77,15.8999,14.5695
2019-10-01,BNBUSDC,15.8849,9711.95,16.324,15.6657
2019-10-02,BNBUSDC,15.9103,5415.69,15.9103,15.538
2019-10-03,BNBUSDC,15.6724,7519.28,15.9686,15.2753
2019-10-04,BNBUSDC,15.6551,4322.78,15.84,15.25
2019-10-05,BNBUSDC,15.7095,4516.61,15.8055,15.3519
2019-10-06,BNBUSDC,15.0725,6724.87,15.7429,14.915
2019-10-07,BNBUSDC,16.0168,8999.82,16.16,14.8001
2019-10-08,BNBUSDC,15.9905,21482.4,16.3739,15.7724
2019-10-09,BNBUSDC,17.8667,38455.72,18.0055,15.8734
2019-10-10,BNBUSDC,17.6462,29322.13,17.9479,17.1
2019-10-11,BNBUSDC,16.5784,11766.09,17.7646,16.3155
2019-10-12,BNBUSDC,17.2088,5175.9,17.48,16.5385
2019-10-13,BNBUSDC,18.2879,21421.56,18.7641,17.1313
2019-10-14,BNBUSDC,18.3955,18179.08,18.64,17.8931
2019-10-15,BNBUSDC,18.5719,29233.82,19.3298,18.0501
2019-10-16,BNBUSDC,17.7369,21859.35,18.65,17.4113
2019-10-17,BNBUSDC,18.5079,18177.14,18.85,17.5887
2019-10-18,BNBUSDC,18.2609,20974.08,18.7637,17.694
2019-10-19,BNBUSDC,18.1307,7389.12,18.4479,17.85
2019-10-20,BNBUSDC,18.5425,6605.93,18.5783,17.727
2019-10-21,BNBUSDC,18.2733,5372.17,18.4616,17.8945
2019-10-22,BNBUSDC,18.1267,13340.66,18.8226,18.1214
2019-10-23,BNBUSDC,16.7027,16584.24,18.2051,16.103
2019-10-24,BNBUSDC,16.9771,7569.59,17.126,16.367
2019-10-25,BNBUSDC,18.649,29975.49,19.2,16.803
2019-10-26,BNBUSDC,19.0117,41101.33,19.8194,18.0329
2019-10-27,BNBUSDC,19.3505,21565.9,19.6424,18.5346
2019-10-28,BNBUSDC,19.9244,35690.22,21.2594,19.3104
2019-10-29,BNBUSDC,20.7603,23887.89,21.1956,19.8796
2019-10-30,BNBUSDC,20.0032,8172.66,20.8479,19.0987
2019-10-31,BNBUSDC,19.9623,5105.3,20.456,19.4289
2019-11-01,BNBUSDC,20.0103,3335.99,20.021,19.6583
2019-11-02,BNBUSDC,20.1819,7148.74,20.3196,19.9896
2019-11-03,BNBUSDC,20.1299,4519.19,20.42,19.8194
2019-11-04,BNBUSDC,20.6419,12378.36,20.8537,20.1087
2019-11-05,BNBUSDC,20.6563,6556.9,20.92,20.3611
2019-11-06,BNBUSDC,20.7157,4018.06,20.9299,20.434
2019-11-07,BNBUSDC,20.3979,5687.33,20.8132,19.9089
2019-11-08,BNBUSDC,19.6244,7382.07,20.4839,19.2
2019-11-09,BNBUSDC,19.7065,3781.68,19.97,19.4284
2019-11-10,BNBUSDC,20.4426,9217.38,20.6176,19.6938
2019-11-11,BNBUSDC,20.0492,4387.2,20.6883,19.6644
2019-11-12,BNBUSDC,20.9133,5483.4,20.9397,19.926
2019-11-13,BNBUSDC,21.321,8505.3,21.7628,20.6758
2019-11-14,BNBUSDC,21.2516,4834.72,21.6203,20.6759
2019-11-15,BNBUSDC,20.2275,4848.25,21.2414,19.8941
2019-11-16,BNBUSDC,20.0718,4164.64,20.5331,19.9045
2019-11-17,BNBUSDC,20.1782,6660.1,20.3785,19.7416
2019-11-18,BNBUSDC,19.0417,15019.9,20.0736,18.5475
2019-11-19,BNBUSDC,18.4284,13598.33,19.1806,18.0872
2019-11-20,BNBUSDC,18.0124,9708.73,18.7116,17.753
2019-11-21,BNBUSDC,16.7803,30714.89,18.1694,16.2334
2019-11-22,BNBUSDC,15.535,40628.91,17.2343,14.3449
2019-11-23,BNBUSDC,16.2772,10866.56,16.3467,14.8301
2019-11-24,BNBUSDC,15.0586,12108.43,16.4999,14.9401
2019-11-25,BNBUSDC,15.2001,30511.68,15.7601,13.9206
2019-11-26,BNBUSDC,15.2814,8363.79,15.8736,14.9892
2019-11-27,BNBUSDC,16.0739,15528.74,16.2232,14.6221
2019-11-28,BNBUSDC,15.5647,11354.28,16.1581,15.4568
2019-11-29,BNBUSDC,16.2273,7196.46,16.3247,15.49
2019-11-30,BNBUSDC,15.7604,11281.97,16.29,15.45
2019-12-01,BNBUSDC,15.5023,6564.38,15.6613,14.9229
2019-12-02,BNBUSDC,15.2239,5854.21,15.6036,15.0326
2019-12-03,BNBUSDC,15.3069,7738.43,15.4612,15.0648
2019-12-04,BNBUSDC,15.1884,7828.19,15.96,14.8452
2019-12-05,BNBUSDC,15.684,11301.42,15.71,14.8217
2019-12-06,BNBUSDC,15.6987,5796.57,15.7929,15.3016
2019-12-07,BNBUSDC,15.5711,6841.76,15.8461,15.5538
2019-12-08,BNBUSDC,15.6206,3873.13,15.7507,15.3558
2019-12-09,BNBUSDC,15.3605,3941.9,15.7894,15.2
2019-12-10,BNBUSDC,14.8063,10391.88,15.3545,14.6
2019-12-11,BNBUSDC,14.7557,3062.46,14.9805,14.6155
2019-12-12,BNBUSDC,14.7214,6918.23,14.8426,14.333
2019-12-13,BNBUSDC,14.8071,5598.13,14.9558,14.6624
2019-12-14,BNBUSDC,14.353,5841.66,14.9655,14.2108
2019-12-15,BNBUSDC,14.3392,3806.55,14.4781,14.135
2019-12-16,BNBUSDC,13.4182,12256.26,14.401,13.25
2019-12-17,BNBUSDC,12.3273,21972.85,13.436,12.1001
2019-12-18,BNBUSDC,13.58,32958.94,13.7309,12.1939
2019-12-19,BNBUSDC,13.3209,10023.25,13.7868,12.9625
2019-12-20,BNBUSDC,13.4973,4814.55,13.5087,13.0826
2019-12-21,BNBUSDC,13.3232,4748.43,13.5145,13.2633
2019-12-22,BNBUSDC,13.783,2256.79,13.8083,13.2691
2019-12-23,BNBUSDC,13.3117,9792.71,13.9484,13.2117
2019-12-24,BNBUSDC,13.3302,13314.15,13.55,13.237
2019-12-25,BNBUSDC,13.0534,3067.11,13.317,12.8885
2019-12-26,BNBUSDC,13.1214,2849.9,13.5285,13.0308
2019-12-27,BNBUSDC,13.25,9996.68,13.25,12.8753
2019-12-28,BNBUSDC,13.6462,2980.32,13.692,13.2478
2019-12-29,BNBUSDC,14.091,3608.19,14.1767,13.5602
2019-12-30,BNBUSDC,13.8347,2779.57,14.33,13.7775
2019-12-31,BNBUSDC,13.6812,4362.1,14.0002,13.5899
2020-01-01,BNBUSDC,13.6368,3466.77,13.8085,13.5639
2020-01-02,BNBUSDC,12.9698,7105.49,13.6711,12.9365
2020-01-03,BNBUSDC,13.5958,4911.34,13.7371,12.9461
2020-01-04,BNBUSDC,13.7698,2334.42,13.8349,13.5133
2020-01-05,BNBUSDC,14.0205,4181.18,14.3103,13.7818
2020-01-06,BNBUSDC,14.94,5785.66,15.0193,14.0203
2020-01-07,BNBUSDC,15.0378,19217.4,15.167,14.4666
2020-01-08,BNBUSDC,14.52,9077.44,15.3283,14.1983
2020-01-09,BNBUSDC,14.3476,5576.78,14.5507,14.1892
2020-01-10,BNBUSDC,15.003,6012.67,15.0704,14.084
2020-01-11,BNBUSDC,14.9312,8162.14,15.2984,14.7322
2020-01-12,BNBUSDC,15.3251,3602.42,15.4305,14.8034
2020-01-13,BNBUSDC,15.1561,2766.0,15.35,14.91
2020-01-14,BNBUSDC,16.6711,18802.73,16.95,15.1848
2020-01-15,BNBUSDC,17.6444,35802.77,18.1391,16.2383
2020-01-16,BNBUSDC,17.0531,11167.61,17.6598,16.3
2020-01-17,BNBUSDC,18.0503,21083.72,18.48,17.1156
2020-01-18,BNBUSDC,17.7973,8018.29,18.3204,17.4293
2020-01-19,BNBUSDC,17.3463,12802.55,18.4351,16.6741
2020-01-20,BNBUSDC,17.2748,5081.46,17.5099,16.784
2020-01-21,BNBUSDC,18.1035,7604.05,18.1702,17.19
2020-01-22,BNBUSDC,17.7637,6975.04,18.3507,17.5265
2020-01-23,BNBUSDC,16.9659,16173.79,17.7211,16.7
2020-01-24,BNBUSDC,17.0413,8354.15,17.3707,16.4072
2020-01-25,BNBUSDC,16.9,5038.63,17.0544,16.5576
2020-01-26,BNBUSDC,17.4258,4919.87,17.4627,16.811
